Observation id	Dyad 13							
								
Media file(s)								
								
Player #1	C:/Users/Kimberly/Desktop/Avi Score/13.avi							
								
Observation date	2021-05-04 11:09:08							
								
Description								
								
Time offset (s)	0.0							
								
independent variables								
variable	value							
								
Time	Media file path	Total length	FPS	Subject	Behavior	Behavioral category	Comment	Status
970.075	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
983.290	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
987.492	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
988.191	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
997.101	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
997.903	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1003.208	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Quiver	Reproductive		POINT
1004.710	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
1004.710	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Scrape	Aggressive		POINT
1011.417	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Lead	Reproductive		POINT
1013.218	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Lead	Reproductive		POINT
1018.020	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Chase	Aggressive		POINT
1019.324	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Lead	Reproductive		POINT
1019.524	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Lead	Reproductive		POINT
1028.234	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1030.835	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1034.135	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1035.442	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1039.443	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1039.745	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1042.048	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1045.048	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1050.652	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1051.655	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1055.760	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Foraging	Other		POINT
1072.577	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Entry/Exit Pot	Reproductive		POINT
1073.676	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Pot Dig	Reproductive		POINT
1075.480	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Pot Dig	Reproductive		POINT
1077.278	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Pot Dig	Reproductive		POINT
1078.983	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Pot Dig	Reproductive		POINT
1080.284	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Entry/Exit Pot	Reproductive		POINT
1083.289	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1085.990	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1086.491	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1088.593	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
1090.795	C:/Users/Kimberly/Desktop/Avi Score/13.avi	3198.700	29.97		Dig Substrate	Reproductive		POINT
