,Behavior,Behavior next,Behavioral category,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_0,prob_1,prob_2,prob_3,avg,stderr
97,Border Fight,Biting,Aggressive,0.0,0.0,0.0,0.0012048192771084338,0.0,0.0,0.001597444089456869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000182140120166988,0.00010113164971995787
98,Dig Substrate,Biting,Reproductive,0.0,0.0,0.0,0.0012048192771084338,0.0,0.002976190476190476,0.0,0.018367346938775512,0.00424929178470255,0.002677376171352075,0.00808080808080808,0.0031948881789137383,0.0037313432835820895,0.0,0.002758814682356604,0.0009137729750039295
99,Entry/Exit Pot,Foraging,Reproductive,0.0,0.0,0.0,0.0012048192771084338,0.0,0.001488095238095238,0.0,0.0020408163265306124,0.00141643059490085,0.0,0.00202020202020202,0.0,0.0,0.0,0.0005179720342794367,0.00017124926207560487
100,Quiver,Biting,Reproductive,0.0,0.0,0.0,0.0012048192771084338,0.0,0.0,0.006389776357827476,0.0020408163265306124,0.00141643059490085,0.002677376171352075,0.00202020202020202,0.0,0.0,0.0,0.0008624746384196327,0.00032523527387609384
101,Quiver,Foraging,Reproductive,0.0,0.0,0.0,0.0012048192771084338,0.0,0.001488095238095238,0.0,0.00816326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0005482272317470253,0.0003755064076468359
102,Border Fight,Foraging,Aggressive,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002913752913752914,0.0002913752913752914
103,Border Fight,Lead,Aggressive,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.002677376171352075,0.0,0.0015974440894568692,0.0,0.0,0.0011410469809561383,0.0008746684503920956
104,Foraging,Border Fight,Reproductive,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002913752913752914,0.0002913752913752914
105,Lateral Side Display,Scrape,Aggressive,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0020408163265306124,0.0028328611898017,0.0013386880856760374,0.0,0.0015974440894568692,0.0018656716417910447,0.0,0.0011799595402280454,0.0005880889988345018
106,Lead,Border Fight,Reproductive,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.001597444089456869,0.0,0.0,0.0013386880856760374,0.0,0.0,0.0,0.0,0.00042483584479042347,0.0002995834762307517
107,Scrape,Border Fight,Aggressive,0.0,0.0,0.0,0.0,0.00641025641025641,0.0,0.0,0.0,0.0,0.0013386880856760374,0.0,0.0015974440894568692,0.0,0.0,0.0004974469397657356,0.0003034546836392331
108,Border Fight,Border Fight,Aggressive,0.0,0.0,0.0,0.0,0.0,0.002976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013528138528138528,0.00013528138528138528
109,Border Fight,Charge,Aggressive,0.0,0.0,0.0,0.0,0.0,0.002976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013528138528138528,0.00013528138528138528
110,Border Fight,Dig Substrate,Aggressive,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.764069264069264e-05,6.764069264069264e-05
111,Charge,Quiver,Aggressive,0.0,0.0,0.0,0.0,0.0,0.002976190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013528138528138528,0.00013528138528138528
112,Dig Substrate,Border Fight,Reproductive,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.764069264069264e-05,6.764069264069264e-05
113,Dig Substrate,Lateral Side Display,Reproductive,0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027056277056277056,0.00027056277056277056
114,Frontal Side Display,Foraging,Aggressive,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.0,0.0,0.0,0.0,0.0,0.0015974440894568692,0.0037313432835820895,0.0,0.0005520759083715071,0.0002481908404030034
115,Lateral Side Display,Border Fight,Aggressive,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.0,0.0,0.0,0.0013386880856760374,0.0,0.0,0.0,0.0,0.00012849015108051253,8.8802755944099e-05
116,Lateral Side Display,Dig Substrate,Aggressive,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.0,0.0,0.0,0.002677376171352075,0.0,0.0015974440894568692,0.0,0.0,0.00033456179947095687,0.00016132521192895182
117,Lateral Side Display,Lead,Aggressive,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.0,0.0,0.0,0.00535475234270415,0.0,0.0015974440894568692,0.0018656716417910447,0.0,0.0006258672292406916,0.0002726148089181441
118,Lead,Frontal Side Display,Reproductive,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.764069264069264e-05,6.764069264069264e-05
119,Pot Dig,Charge,Reproductive,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.764069264069264e-05,6.764069264069264e-05
120,Quiver,Chase,Reproductive,0.0,0.0,0.0,0.0,0.0,0.001488095238095238,0.003194888178913738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021286288259131708,0.00015725530407046897
121,Pot Dig,Dig Substrate,Reproductive,0.0,0.0,0.0,0.0,0.0,0.0,0.001597444089456869,0.00816326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.000443668608889969,0.0003746866157139419
122,Quiver,Dig Substrate,Reproductive,0.0,0.0,0.0,0.0,0.0,0.0,0.001597444089456869,0.004081632653061225,0.0,0.0013386880856760374,0.0,0.0,0.0,0.0,0.0003189893103724605,0.00020153655722704425
123,Dig Substrate,Quiver,Reproductive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081632653061225,0.0,0.0013386880856760374,0.00404040404040404,0.0,0.0,0.0,0.0006136876736156974,0.0003044264502485128
124,Pot Dig,Biting,Reproductive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020408163265306124,0.0,0.0,0.0,0.0,0.0,0.0,9.27643784786642e-05,9.276437847866418e-05
125,Pot Dig,Lead,Reproductive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020408163265306124,0.0,0.0,0.0,0.0,0.0,0.0,9.27643784786642e-05,9.276437847866418e-05
126,Lead,Pot Dig,Reproductive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00141643059490085,0.0,0.0,0.0,0.0,0.0,6.438320885912955e-05,6.438320885912953e-05
127,Scrape,Lateral Side Display,Aggressive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00141643059490085,0.002677376171352075,0.0,0.0015974440894568692,0.0018656716417910447,0.0,0.0005009108285794887,0.00018445942373884497
128,Border Fight,Lateral Side Display,Aggressive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013386880856760374,0.0,0.0,0.0,0.0,6.0849458439819885e-05,6.084945843981989e-05
129,Chase,Frontal Side Display,Aggressive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013386880856760374,0.0,0.0031948881789137383,0.0018656716417910447,0.0,0.0005209003512311639,0.00022408423654860825
130,Frontal Side Display,Entry/Exit Pot,Aggressive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013386880856760374,0.0,0.0,0.0,0.0,6.0849458439819885e-05,6.084945843981989e-05
131,Frontal Side Display,Lateral Side Display,Aggressive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013386880856760374,0.0,0.0,0.0,0.0,6.0849458439819885e-05,6.084945843981989e-05
132,Chase,Pot Dig,Aggressive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015974440894568692,0.0,0.0,0.00014522218995062446,0.00010021283173719929
133,Foraging,Lateral Side Display,Reproductive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015974440894568692,0.0,0.0,0.00014522218995062446,0.00010021283173719929
134,Frontal Side Display,Scrape,Aggressive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015974440894568692,0.0,0.0,0.00014522218995062446,0.00010021283173719929
